id_cliente,nombre,email,pais,ciudad,fecha_cumpleaños
900,José Luis Salcedo Carbajo,herminiomoreno@pera.es,Colombia,Bucaramanga,18/3/1961
901,María Dolores Palomino Naranjo,adoracion49@gmail.com,Colombia,Bucaramanga,26/7/1962
902,Carlito Xavier Amigó Camino,ariadna89@nunez.com,Colombia,Cali,17/9/2003
903,Antonio Gomez Vara,alamonazaret@gmail.com,Colombia,Medellín,22/3/1995
904,Isabela Molins,piedadmarcos@gmail.com,Colombia,Bogotá,29/2/1984
905,Javier del Carlos,xredondo@ortiz.com,Colombia,Barranquilla,23/6/1992
906,Crescencia Jacinta Riquelme Gras,maxiramon@cervera.es,Colombia,Bogotá,28/1/1965
907,Ignacia Vazquez Colomer,trinidadescolano@yahoo.com,Colombia,Bucaramanga,2/10/1967
908,Dorotea Soriano Cabrero,rosadoamado@diaz.es,Colombia,Barranquilla,15/3/1968
909,Obdulia Hernández Marcos,teofila59@campos.es,Colombia,Bucaramanga,17/6/2002
910,Perla Ruano Mancebo,macarenaespanol@hotmail.com,Colombia,Bogotá,23/1/1960
911,Martina Pelayo-Santana,valentin28@hotmail.com,Colombia,Cali,15/2/1966
912,Eustaquio del Nogueira,umachado@montalban-escalona.com,Colombia,Medellín,13/11/1973
913,Lorenza Lobo Miralles,lucas21@llanos-torrecilla.es,Colombia,Bogotá,1/3/1979
914,Marcio Camino-Guardiola,clementegabaldon@hotmail.com,Colombia,Bogotá,2/4/2000
915,Victor Manuel Ferrero Agudo,peiroherminio@yahoo.com,Colombia,Cali,20/10/1989
916,Begoña Santiago,carreterovictor@yahoo.com,Colombia,Bucaramanga,11/6/1965
917,Emilio Carnero Otero,luciabenavente@crespi-vendrell.es,Colombia,Bogotá,12/6/2002
918,Nerea Benavent,rossellocornelio@hotmail.com,Colombia,Cali,7/7/1997
919,Maximiliano Aguiló Hoyos,rgimeno@lara.com,Colombia,Medellín,2/5/1993
920,Blas Conrado Borrego Villalonga,rovirabonifacio@gallardo-enriquez.com,Colombia,Barranquilla,7/6/1977
921,Fortunata Melania Guitart Oller,saturninamarin@gmail.com,Colombia,Bogotá,16/7/1992
922,Rosalinda Poza Palau,clemente31@yahoo.com,Colombia,Barranquilla,3/9/1981
923,Natanael del Carmona,qmontana@olivera.es,Colombia,Cali,13/6/1992
924,María Carmen Requena Guitart,julio83@barrera-moraleda.org,Colombia,Medellín,1/3/1986
925,Imelda Pujadas Juliá,amalia35@arroyo.es,Colombia,Bogotá,12/11/1970
926,Clarisa de Murcia,almazannidia@bosch-minguez.es,Colombia,Medellín,18/11/1962
927,Clementina Paredes,pilipriego@grande.es,Colombia,Bucaramanga,16/3/1974
928,Paula de Alcalde,zuritacristian@puga.com,Colombia,Barranquilla,7/3/1961
929,Maximiano de Aragón,pinagabriela@yahoo.com,Colombia,Bucaramanga,26/11/1977
930,Antonio Benavent Vargas,alcoleamanuelita@hotmail.com,Colombia,Bucaramanga,23/7/1999
931,Charo Miguel Morales,matasleocadio@yahoo.com,Colombia,Bucaramanga,7/7/1977
932,Jovita Peñas-Manuel,gironsantos@hotmail.com,Colombia,Bogotá,20/11/1978
933,Lilia de Piñeiro,xprada@campoy.com,Colombia,Bogotá,30/4/1975
934,Flora Tapia Canales,ernesto11@hotmail.com,Colombia,Bucaramanga,11/11/1992
935,Diana Blanes-Cid,uzabala@hotmail.com,Colombia,Cali,8/2/1993
936,Hernán Merino-Nebot,montoyajennifer@ramos.net,Colombia,Bucaramanga,17/7/1993
937,Modesta Gutiérrez Montserrat,jvilar@hotmail.com,Colombia,Bogotá,1/7/1988
938,Godofredo Castejón Alcalde,delgadohector@carballo-arias.es,Colombia,Cali,21/2/2002
939,Lara Chaves,sagullo@gmail.com,Colombia,Cali,31/7/2005
940,Juan Carlos Mora-Peral,luis-angelzabala@fuente.org,Colombia,Cali,11/11/1973
941,Ángeles Cerdá Córdoba,mollsigfrido@gmail.com,Colombia,Cali,4/2/1964
942,Fabricio Expósito Flores,gmuro@solis.com,Colombia,Barranquilla,1/11/2002
943,Verónica de Ochoa,leonardoluis@maza-pedrero.es,Colombia,Medellín,7/5/1996
944,Antonio Corominas,linoescalona@calatayud-castaneda.es,Colombia,Cali,30/10/1999
945,Eliana Roxana Sáenz Gallart,guardiolainocencio@collado.com,Colombia,Bucaramanga,14/7/1981
946,Victorino Azorin Cerro,usuarez@yahoo.com,Colombia,Bucaramanga,25/8/1997
947,Florinda Pol Sánchez,pili85@hotmail.com,Colombia,Barranquilla,1/2/1974
948,Maximiliano Lobato Clavero,strillo@yahoo.com,Colombia,Barranquilla,28/2/1989
949,Carmina Amaya Pavón,luisa63@hotmail.com,Colombia,Bucaramanga,29/12/1984
950,Raúl Alarcón Ferrández,begona30@hotmail.com,Colombia,Bucaramanga,8/12/1965
951,Zoraida Izaguirre Valverde,anastasio47@arranz-isern.org,Colombia,Medellín,8/8/1961
952,María Fernanda Santos Trujillo,ccalleja@andres-coronado.com,Colombia,Bogotá,31/1/1988
953,Amaro Salcedo Barrios,lobatoreyna@gmail.com,Colombia,Bucaramanga,5/4/2005
954,Viviana Dominguez Pazos,qrico@barriga.com,Colombia,Bogotá,11/4/1971
955,Amada Llorens Fiol,fabiolaacero@yahoo.com,Colombia,Cali,25/5/1983
956,Francisco Solano Boix,carnerozaida@gmail.com,Colombia,Bogotá,30/5/1965
957,Federico Almagro Dominguez,feliciaperera@bertran-huerta.org,Colombia,Medellín,25/7/1968
958,Amando Goyo Madrid Enríquez,claramoles@yahoo.com,Colombia,Bogotá,4/2/1978
959,Chus Marquez,flamas@yahoo.com,Colombia,Bucaramanga,10/4/1984
960,Reina Zabala Sancho,polfabricio@galvez.org,Colombia,Cali,21/2/2007
961,Mamen Leiva,juangibert@julian-angulo.com,Colombia,Barranquilla,17/1/1969
962,Maristela Moraleda Perales,morajudith@gmail.com,Colombia,Barranquilla,2/5/1970
963,Juanita Nadal Navarro,xiomarapalma@canovas-solera.com,Colombia,Medellín,28/6/2001
964,Martina Royo Pujol,jose-antonioperea@hotmail.com,Colombia,Bogotá,15/9/2005
965,Emperatriz Arjona Guillén,xrojas@perez-andrade.com,Colombia,Bucaramanga,23/2/2000
966,Chita Chaparro,modesta01@cid-oliva.es,Colombia,Barranquilla,15/11/1990
967,Narciso Coloma Fonseca,marino12@frutos.com,Colombia,Bucaramanga,15/2/2006
968,Sonia del Adadia,omarcabo@yahoo.com,Colombia,Barranquilla,28/12/1973
969,Nayara Peñalver Silva,ponceeduardo@canellas-pulido.es,Colombia,Bogotá,4/6/1988
970,Georgina Luna Bellido Oliver,gironasonia@hotmail.com,Colombia,Medellín,14/7/1975
971,Fidela Nieto Vallejo,pberenguer@cervera.net,Colombia,Bucaramanga,29/1/1980
972,Araceli Nicolás Plana,scontreras@pombo-terron.com,Colombia,Medellín,30/9/1971
973,Heliodoro Villar Camino,olivaresitziar@hotmail.com,Colombia,Barranquilla,21/1/1987
974,Cecilio Montaña Castells,falberdi@hotmail.com,Colombia,Barranquilla,29/3/1963
975,Ibán Efraín Carmona Sanjuan,inaranjo@yahoo.com,Colombia,Barranquilla,14/9/1971
976,Luisina Pla Bernal,navaslaura@jorda.es,Colombia,Medellín,27/2/1991
977,Alex Benjamín Tovar Seguí,peirojose-antonio@yahoo.com,Colombia,Bogotá,7/9/1979
978,Kike Lastra Escamilla,silvestre07@yahoo.com,Colombia,Cali,15/12/1961
979,Aurelia Felipa Arce Prieto,cesarbusquets@coca.es,Colombia,Bucaramanga,13/1/1983
980,Noemí Hervás Zabaleta,benitonacho@yahoo.com,Colombia,Bucaramanga,30/12/2000
981,Graciano Vila Bermúdez,telmo60@gmail.com,Colombia,Bucaramanga,17/12/2003
982,Silvio Rosselló Carnero,marcio98@hervas.es,Colombia,Bogotá,7/4/1989
983,Raúl Estevez-Lloret,rescudero@llamas-adadia.es,Colombia,Bucaramanga,23/9/1987
984,Emigdio Lasa Sevillano,giraltjafet@gmail.com,Colombia,Bucaramanga,13/11/1963
985,Elvira Pascuala Serna Rivero,jtamarit@gmail.com,Colombia,Medellín,13/4/1981
986,Sandra Sales Cordero,igalvez@hotmail.com,Colombia,Bucaramanga,28/1/1986
987,Heriberto Antúnez-Bermudez,celso38@yahoo.com,Colombia,Cali,27/12/1980
988,Nereida Solsona Andreu,etelvinaortiz@rosado.org,Colombia,Bogotá,25/1/1985
989,Benigna del Casal,ngil@mancebo.com,Colombia,Medellín,1/5/1987
990,Pili Gelabert Ripoll,maria-luisa51@hotmail.com,Colombia,Cali,25/12/1995
991,Genoveva de Quintero,cmacias@gmail.com,Colombia,Medellín,27/2/1979
992,Juan Pablo Múñiz Simó,placustodia@ripoll.net,Colombia,Bucaramanga,15/10/1974
993,Marcos Vaquero Bernat,morcilloemilia@gmail.com,Colombia,Bogotá,4/2/2002
994,Noa Bou Pellicer,mvidal@seco.net,Colombia,Barranquilla,15/2/1973
995,Benigna Marcos Barón,crescenciaserra@hierro-salcedo.net,Colombia,Cali,27/7/1993
996,Samu Muñoz Cuervo,abecerra@antunez.es,Colombia,Barranquilla,30/11/1987
997,Vasco Carrillo-Alvarez,sbarreda@yahoo.com,Colombia,Barranquilla,17/9/1986
998,Mayte Sacristán,callejaesteban@yahoo.com,Colombia,Barranquilla,11/1/1971
999,Haydée Nicolás Cifuentes,qgallo@murcia.com,Colombia,Bogotá,25/12/1992
1000,Reyes del Noriega,ymuro@yahoo.com,Colombia,Bucaramanga,7/4/1978
